Population 0 to 15 years,Population aged 16 to 24 years,Population aged 25 to 64 years,Population aged 65 years and over
25.3,10.2,54.1,10.3
21.3,8.8,58.2,11.7
19.4,10.5,54.3,15.8
22,10.1,55.6,12.3
16.4,10,59.9,13.7
18.7,9.7,58,13.6
24.6,10.7,52.2,12.6
20,9.7,53,17.3
16.2,7,46.6,30.2
18.6,10.4,54.9,16.1
16.7,7.2,50.8,25.2
15.4,7.2,48.1,29.3
22.3,9.8,54,13.9
19.4,7.7,51.3,21.6
24.8,9.1,59,7
18.4,7.5,50.5,23.7
19.3,9,48.7,23
19.6,10.1,49.4,20.9
17.3,8.9,50.3,23.5
22.4,8.9,57,11.7
19.2,10.6,54.1,16
17.1,9,48.6,25.3
17.5,7.9,52.5,22.1
20,9,49.1,21.9
17.9,8,49.2,24.9
18.9,10.4,46.7,24
18.6,9.1,49.5,22.8
17.8,8.6,50.9,22.8
17.8,9.6,50.1,22.5
20.3,8.1,45.3,26.3
18.8,8.4,50.8,22
16.3,7.7,51.8,24.2
18.4,9.1,54.8,17.7
19,9.6,53,18.5
22.2,10.6,53.3,13.8
19.8,11,58.5,10.7
18,9.8,52,20.2
15.7,8.1,52.6,23.6
25.8,8.7,55.7,9.8
18.7,9.5,48.6,23.3
17.8,8.8,50.6,22.8
19.1,9,54.3,17.6
17.1,8.1,51.6,23.2
17.2,8.7,52.8,21.3
22.6,8.6,54.9,14
19,10.1,52.6,18.4
17.3,11,51.9,19.7
14.6,8.5,48.9,28.1
16.4,10.4,51.7,21.5
17.3,10.4,50.1,22.2
18.1,8.7,53.9,19.3
15.9,10.4,53.4,20.3
14.9,7.5,47.4,30.2
14.8,8.5,48.1,28.6
19,10.9,52.2,17.8
15.5,9.1,50.4,25
13.4,9.2,46.3,31.2
15,7.6,46.4,30.9
18.2,10.2,48.9,22.6
17.5,9.2,50.6,22.7
17.5,9.7,54.6,18.2
28.4,12.7,51,7.9
19.1,12.6,54.1,14.2
18.2,8.3,47.4,26.1
17.4,11.4,53.9,17.2
18.2,12,53.9,15.9
15.8,8.2,44.6,31.4
14.8,8.9,52.6,23.7
16.9,8.5,51.4,23.2
19.3,8.5,52.9,19.3
17.8,9.7,52.2,20.3
20.2,6.5,50.2,23.1
22.9,7.7,55.4,14
20.3,8.4,54.5,16.8
18.1,7.9,48.7,25.4
18.8,8,51.2,22
20.7,7.6,50.6,21.1
24.4,7.9,52.5,15.2
19.4,11.8,51.7,17.1
13.3,9.6,46.7,30.4
15.2,9.4,52.9,22.5
18.8,11.8,49.7,19.8
25.8,12.4,49,12.8
19.7,10.8,52.6,16.9
25.9,11.8,50,12.2
22.5,12,50.7,14.8
23.2,11.4,51.2,14.3
15.7,10.2,51.5,22.6
15,6.8,45.6,32.7
15.9,9.2,50.6,24.4
12.2,8.3,45.4,34.1
13.7,8.1,43.6,34.6
11.7,7.4,46.1,34.8
15.6,7.5,48,28.9
18,9.2,51.2,21.6
19.1,9.8,54.4,16.6
17.9,9.4,50.5,22.2
19.2,8.4,54.6,17.9
12.8,7.7,47.2,32.3
13.6,7.3,47.4,31.6
19.7,9.8,54.4,16.1
13.6,7.5,44.8,34.1
17.8,8.4,48.2,25.6
18.8,9.1,48.3,23.8
17.7,9,47.6,25.7
21.8,9.8,49.1,19.3
14.9,7.7,48.9,28.5
14.3,8,44.2,33.5
16.2,7.6,48,28.1
13.4,8.2,47.1,31.4
13.4,7.1,43.4,36.2
17.9,9.5,49.8,22.7
19.1,9.8,47.8,23.3
13.3,7.4,42.8,36.6
7.8,5.2,36.7,50.4
10.3,5.8,37.6,46.2
19.6,11.2,52,17.2
20.8,11.8,54.8,12.6
19,9.4,54.4,17.2
17.9,8.7,55.8,17.6
21.6,8.6,56.7,13.1
19.6,8.2,56,16.2
22,9.3,57.7,10.9
23.3,14.7,54.8,7.2
19.9,11,58.7,10.4
15.7,9.2,55.3,19.7
18.3,10.1,56.9,14.7
19.3,10,54,16.8
16.9,9.5,54.5,19.1
25.4,11,53.3,10.3
23,8.5,54.4,14.1
18.4,10.3,53,18.4
18.4,8.4,50.9,22.4
15.9,9.4,52.7,22.1
19.4,7.7,53.2,19.7
17.3,7.6,48.9,26.3
17,7.4,49.9,25.8
16.7,7.8,49,26.6
13.3,7,44.7,35
17.6,7.8,48.4,26.2
18.4,7.8,48.6,25.2
21.8,9.6,55,13.5
15.5,9,50.7,24.8
20.4,7.3,52.2,20.1
19.4,8.4,51.7,20.4
18.6,10.2,44.9,26.3
17.1,8.4,46.5,28.1
19.3,15.1,47.8,17.8
17.4,18.7,47.2,16.7
17.3,17.3,48.3,17.1
15.4,39.7,34,10.9
19.2,11.4,47.9,21.4
20.4,7.1,49.4,23.1
17.6,7.5,50,24.8
17.7,8.2,50.1,24
19.7,8.8,53.1,18.4
18.3,9.6,50.5,21.6
19.4,10.1,48.3,22.2
21.5,10.4,53,15.1
18.8,8.5,52.4,20.2
18.1,9.7,49,23.2
23.6,9.1,53.5,13.8
20.9,10.1,52.2,16.8
16.9,11.4,52.3,19.4
18.6,10.4,53.3,17.8
20.3,9.7,51.8,18.2
20.4,9.9,51.2,18.4
21,10,49.5,19.5
19.2,9.6,52.6,18.6
21.8,9.9,56.2,12.2
19.2,7.4,55.8,17.5
19.7,9.7,51.2,19.4
20.2,10.4,51.6,17.9
18.7,7.6,50.4,23.3
21.4,9.5,59.1,9.9
17.2,6.9,48.7,27.2
21.7,8.7,54.7,14.8
23.1,8.7,53.7,14.4
17.6,6.9,55.5,20
19.7,10.4,54.9,15
20.7,9.9,53.1,16.2
23.2,8.3,50.2,18.3
21,9,51.8,18.2
21.4,7.7,54.8,16.1
20.5,9.8,56.2,13.4
19.3,9.8,54.7,16.2
18.7,9.5,51.1,20.7
18.7,8,58.9,14.3
20.7,9.7,55,14.7
23.1,9.9,53.1,13.9
16.7,9.6,53.6,20.1
19.2,8.5,51.7,20.6
19.8,8.8,50.3,21.1
18.6,8.2,51.9,21.4
20.1,9.2,53.7,17
18.2,8.8,53.6,19.4
21.6,11.4,51.6,15.4
19.5,9.1,51.2,20.2
19.8,9.3,57.4,13.4
21.2,10.4,54.4,14.1
19.3,8.7,51.5,20.4
18.7,7.9,52.6,20.9
18.8,8.2,52,20.9
20.4,8.6,53.3,17.6
17.1,8.1,57,17.8
20.9,6.3,53,19.8
21.6,8.7,53.3,16.3
23.2,9.6,57.2,9.9
18.3,9,56.6,16.2
18.8,11.7,51.4,18.1
15.2,11,46.8,27
20.4,11.1,48.8,19.6
19.1,10.8,50.5,19.6
22.9,9,51.1,17
20.6,8.8,49.4,21.2
22.9,9.2,53.2,14.6
25.8,8.6,52.8,12.9
21.2,10.5,54.6,13.8
22.9,8.5,57,11.5
21.2,8.9,51.9,18
23.6,8.3,55.7,12.4
21.1,8.8,50.6,19.5
18.8,7.9,47.6,25.8
20.1,9.2,55.4,15.3
18.8,7.6,52,21.6
20.1,8,51.5,20.3
18.9,9.1,54.6,17.3
21.8,7.8,54.5,15.8
21.2,8.8,54,16.1
20.5,9.5,53.3,16.7
18.5,10.3,46.9,24.3
18.6,9.5,48,23.9
18,8.6,61.3,12.1
21.1,7.8,55.3,15.8
18.9,8.2,52.3,20.5
20.7,7.6,53.3,18.4
19.1,8.3,50.7,21.9
18.1,8.3,52.2,21.4
26.5,8.5,49.6,15.4
26.5,7.9,50.6,15
23.5,7.4,49.9,19.2
22.3,8.2,47.8,21.7
21.9,7.3,49,21.8
21.1,7.6,49.3,22.1
20.8,8.3,53.4,17.5
22.6,8.5,50.4,18.4
25.4,8.8,52.9,12.9
25,8.5,51.6,15
21.4,7.9,60.1,10.6
18.7,6.1,65.9,9.3
25.3,8.4,55.1,11.2
20.4,6.2,48.7,24.7
22.5,9.7,53.9,14
21.7,7.9,53.8,16.7
23.1,7.6,55.7,13.5
20.9,10,55.1,13.9
18.9,8.9,50.4,21.8
18.2,8.8,48.3,24.7
24.4,11.8,53.1,10.7
19.5,9.6,55.2,15.7
19.9,10.3,54.4,15.4
16.9,8.9,58.2,16
18.5,9.5,55,17
19.2,9.1,53.1,18.6
23,10.1,52.3,14.7
21.3,11.5,53.2,13.9
20.2,10.5,54.3,15
22.7,10.9,53.2,13.2
21.3,10,54.1,14.6
20.3,9,54.3,16.5
18.2,9.4,52.2,20.2
22.6,8.9,55.3,13.2
20.1,8.6,51.4,20
16.3,9.5,50,24.1
21.9,8.4,49.7,20.1
21.5,8.8,52.2,17.4
21.3,7.8,52.9,18
22.5,9.5,53.3,14.7
20.7,8.7,54.1,16.5
17.1,9.5,49.2,24.1
16.4,8,53.3,22.2
23.9,9.6,55.1,11.4
21.7,9.9,53.8,14.6
20.8,10.4,53.3,15.5
23.6,8.7,52,15.7
24.2,10.5,53.3,12
19.5,8.5,55.3,16.8
23.2,9.3,59.9,7.6
20.8,8.1,53.3,17.7
22,9.4,52.5,16.1
19.6,8.4,63.6,8.4
25.1,9.9,56.9,8.2
24.6,9.8,55.9,9.7
20.2,8.3,54.8,16.7
16.5,9.5,47.9,26.1
19.4,9.6,52.9,18.1
21.5,9.3,50.4,18.8
20.7,8.4,53.8,17.1
17.8,8.3,58,15.9
17.7,9,48.4,24.9
24.8,11.2,54.9,9
22.3,8.8,54.8,14.1
24.3,9.9,53,12.9
15,35.1,42.1,7.8
17.4,11.9,54.3,16.4
17.5,22.4,51.1,9
13.8,39.4,38.4,8.3
16.7,14.7,49.9,18.6
18.6,11.2,47.7,22.6
16.1,9.9,48,25.9
20.3,7.4,51,21.3
16.4,7.7,48.8,27.1
19.4,9.3,49.4,22
21.8,9.9,51.9,16.5
23.2,11.2,52.9,12.6
18.5,9.2,52.1,20.2
22.8,9.4,52.5,15.3
26.8,13.9,49.3,10
23.8,11.2,55,10
20.3,7.6,50.7,21.4
17.7,8.6,47.8,26
19,8.6,50.9,21.5
14.3,7.8,43.1,34.8
18.3,7.3,47.2,27.2
18.4,9.7,50.3,21.6
14.1,7.9,44.1,34
18.4,9.8,47.2,24.6
17.3,8.4,47.5,26.8
13.4,7.5,45.4,33.7
20.2,9.1,50.3,20.5
17.6,8.9,48.1,25.3
17,7.3,53.9,21.7
17.5,7.1,49.1,26.3
19.1,8.7,50.7,21.5
19.2,10.2,48.4,22.2
9.7,46.5,29.2,14.6
10.4,48,30.6,11
16.7,34.8,39.4,9.1
12,33.8,39.2,14.9
20.8,8.2,52.6,18.4
16.3,8.2,49,26.5
29.1,9.1,52.8,9
23.3,8.5,60.9,7.4
23,9,57.8,10.2
22.2,10.5,56.8,10.5
21.2,9.7,59.2,9.8
21.3,9.5,57.3,11.9
19,10,52.2,18.8
20.5,10.5,52.2,16.7
23.1,10.5,52.2,14.2
18.8,9.3,48.8,23.1
17.4,8.5,49.8,24.2
20,8.6,52.2,19.2
16.3,7.6,49.1,27
17.2,8.6,49.3,24.9
15.5,8.6,46.6,29.2
14.8,8.2,49.6,27.3
12.4,7.4,51.5,28.6
18.3,10,51.4,20.2
21.1,10.7,49.5,18.7
16.9,9.1,47.6,26.4
14.8,8.6,49.3,27.3
12.2,5.8,45,37
16.3,8.7,49.3,25.7
24,12.5,51.6,11.8
17.5,9.9,53.1,19.5
21.9,12.6,52.9,12.6
14.1,7.4,51,27.4
27.7,10.3,52.9,9.1
19.4,11,56.8,12.8
22.5,10.2,54.7,12.7
24.4,9.4,53,13.3
18.2,10.1,53.9,17.8
20.7,10.3,49.6,19.4
23.1,10.8,49,17.1
20.9,9.7,49.3,20.2
21,9.3,51.8,17.9
16.3,10.4,47.8,25.6
23.8,10.4,51.1,14.6
15.7,8.3,47.4,28.6
17.5,9.8,49.6,23
18.2,9.9,54.8,17.1
19.7,8.4,53,18.9
16.4,7.4,46.7,29.4
18.3,12.1,60.3,9.2
19.3,7.9,49.7,23.1
18.9,11.3,58.4,11.3
19,7.5,48.4,25.1
22.2,10.8,53.6,13.4
22.5,10.6,56.2,10.7
21.3,10.4,49.6,18.7
17,7.5,49.7,25.8
20.1,8.6,47.5,23.9
26.3,10.8,47.1,15.8
15.9,7.5,47.4,29.1
19.8,9.1,53.1,18
16.2,8.9,49.7,25.2
17.9,9,50.7,22.4
18.5,9.3,52.6,19.6
20.1,9.6,48.5,21.9
17.3,9.8,51,21.9
21.4,10,50.7,17.9
16.8,9.1,51.7,22.4
15.1,8.5,45.7,30.7
16.8,8.8,51.9,22.5
14.7,8.2,46.8,30.3
20.4,7.8,53.3,18.4
20.7,8.4,46.8,24.2
22.9,7.9,52.2,17
25.3,7.2,49.1,18.4
21.6,9.4,48.2,20.7
19.4,8.8,50.6,21.1
20.1,8.2,51.4,20.2
19.4,7.6,52.1,20.8
12.8,6.7,49.6,30.8
22.3,10.5,51.3,15.9
20.1,10.2,50,19.7
24.8,10.8,52.6,11.9
21.2,10,51.4,17.3
16.7,10.4,49.5,23.3
12.2,6.4,44.1,37.3
13.8,7.8,49.4,29
12.8,5.9,45.7,35.6
13.4,7,46.7,32.9
14.9,7.7,46.2,31.1
17.8,7.8,48.6,25.8
27.9,12.1,49.7,10.2
25.5,11.4,47.9,15.2
13.5,9.2,48.2,29
21.5,10.9,51.2,16.4
19.2,10,48.1,22.7
14.9,9.8,53.5,21.9
24.6,10.4,54.3,10.7
15.6,10.5,50.1,23.8
21.2,10.7,51.4,16.7
22,11.8,50.1,16
21.7,10.3,51.9,16.1
18.6,9.7,46.9,24.9
18,9.8,49.7,22.5
19.6,9.5,49.6,21.3
18.7,9.1,50.7,21.5
18.2,9.9,50.2,21.7
16.6,7.4,53.3,22.7
24.3,12.3,49,14.3
14.1,7.7,43.6,34.6
23.9,11.3,52.3,12.5
21.5,12.1,49.6,16.8
17.6,9.9,48.9,23.7
24.7,10.4,47.5,17.3
16.6,8.7,48.3,26.4
12.2,6.2,41.3,40.4
14.9,7.9,44,33.3
16,8.5,47.3,28.1
15.8,10.6,46,27.7
21.1,10,49.7,19.2
23.7,11.4,48.8,16.1
15.9,8.2,50.1,25.7
23.9,12.2,50.4,13.5
17.6,11.5,51.5,19.4
14.2,7.2,47.4,31.1
18.3,9.2,54.3,18.2
20.4,9.9,54.8,14.9
20.1,9.4,52.2,18.3
19.8,9.8,49,21.4
20.4,8.8,49,21.7
26.2,9,52.5,12.3
17.3,11.3,48.2,23.1
20.8,9.8,46.2,23.1
20.1,8.1,49.1,22.7
20.2,8.6,45.7,25.6
20.9,12,53.1,14
21,10.5,55.7,12.8
18.7,9.1,51.3,20.9
21.9,9.6,52,16.4
21.1,8.6,52.8,17.4
17.6,9.5,48.2,24.7
23.8,10,52.5,13.7
20.4,8.5,47.8,23.3
21.9,8.3,53.7,16.2
15.9,8,65.2,10.9
21.1,7.4,53.1,18.4
21.6,8.8,52,17.5
20.7,8.5,51.9,19
18.1,6.7,54.2,21
19.4,10.6,46.3,23.7
20.9,9.6,47,22.5
19.9,9.6,50.3,20.1
21.6,8.9,48.8,20.7
31.5,12.5,48.2,7.8
19.7,9.7,51.8,18.8
17.1,9,51.2,22.7
20.2,10.6,52.3,16.9
20.7,9.8,51.1,18.4
17.3,9.3,49.6,23.8
14.5,7.3,50.6,27.6
23,10.9,51.9,14.2
16.5,9.6,55.1,18.9
19.1,9.8,53.7,17.4
16.6,8.7,53.4,21.4
18.3,8.1,53.5,20.1
19.2,8.8,57.5,14.5
17,7.8,50.7,24.5
18.3,6,53.8,21.9
13.5,7.9,59.5,19.1
20.1,7.8,50.8,21.4
20.2,9.9,54.5,15.4
19.1,10.8,52.3,17.8
16.5,8.4,50.3,24.8
23.1,11.2,53.9,11.8
18.2,9.5,52.3,20
17,8.3,51.4,23.3
17,7.6,50.2,25.1
18,9.4,52.1,20.4
17.2,9.1,52.4,21.3
17.5,7.3,49.7,25.5
15.2,6.5,47.4,30.8
12.7,7.8,49.8,29.6
16.1,7.7,50.8,25.3
13.6,6.3,45.8,34.3
14.8,7,49.6,28.6
19.3,9.9,50.4,20.5
19.9,9.3,53.1,17.6
18,11.1,50.4,20.5
19.9,10.4,50.5,19.2
21.7,11.1,50.7,16.5
30.7,12.7,46.6,10
19.6,9.2,51.9,19.2
17,9.7,53,20.3
14.5,8.9,51,25.5
16.2,8.1,48.7,27
15.2,7.3,47.9,29.6
14.7,8.2,46,31.1
12.5,6.7,41.5,39.3
17.7,7.3,48.6,26.4
20.3,11.3,50.6,17.8
19.6,9.3,50.7,20.3
20.6,11.5,53,14.9
19.9,9.6,46.3,24.3
20,11.3,54.3,14.4
18.2,13,56.3,12.5
10.1,37.9,43.4,8.6
10.6,40.3,40.8,8.3
20.3,9.2,49.8,20.7
18.3,16.5,48.9,16.2
18.1,13,49.7,19.2
10,48.5,28,13.6
18.9,8.3,53.3,19.5
16.3,8.5,53.6,21.6
17.8,8,51.9,22.3
17,8.1,52.6,22.3
23,9.6,50.1,17.3
15.1,8.3,53.5,23.2
18.7,10.3,53.3,17.6
15.4,6.7,51.5,26.3
26.9,11.6,49.8,11.8
25.9,10.4,51.7,12.1
28.3,11.9,49.1,10.7
22,9.6,47.6,20.9
23.1,10,48.9,18
18.3,9,50.5,22.2
18.1,8.3,50.3,23.3
18,9.4,49.2,23.4
18.4,9.2,55.1,17.3
20.7,9.1,51.3,18.8
18.8,9.7,48.8,22.6
23.6,10.4,50.2,15.7
18,9.1,49.4,23.5
27.5,10.1,50.8,11.6
18.6,10.2,58.3,13
22,21.1,49.1,7.7
15.5,31.1,45,8.4
20.9,10.5,52.2,16.3
24.8,12.1,54,9
16.6,40,36.5,6.9
26.5,11.3,50.9,11.3
12.2,27.4,52.4,8
15.2,10.1,49.7,25
17.8,9.6,49.7,22.9
18.7,8.6,51.8,20.8
15.8,9,51.8,23.4
17.1,8.3,51,23.7
19.9,9.3,49.3,21.5
18,9.9,51.5,20.6
15.4,8.3,48.3,28.1
18.2,8.4,55.5,17.8
21.3,10.4,51.5,16.7
21.2,9.2,53.5,16.1
20.8,10.2,52.3,16.6
18.3,8.1,51,22.6
17.2,7.4,53.2,22.3
18.7,9.1,53.4,18.8
19,9,50.4,21.6
15.2,7.8,51,26
14.6,8.5,51.6,25.4
18.9,9.1,55.4,16.5
18.6,9.1,52.1,20.2
20.6,10,49.7,19.8
16.6,9,50.2,24.2
20.6,10.6,52.3,16.4
17.9,8.9,53.9,19.3
15.6,9.1,46.7,28.6
15.5,8,48.8,27.7
17.3,8.9,53.5,20.3
20.8,10.7,55.2,13.2
18.4,9.7,53.8,18.1
18.3,9.9,50.6,21.2
20.2,7.5,52.2,20.1
22.2,10.2,49.6,18
16.8,9.1,49.9,24.2
14.3,8.4,50,27.3
14,8.8,50,27.2
18.4,10,49.8,21.7
16,7.9,48.5,27.6
16.1,12.6,47,24.3
10.3,39.6,32.1,18
11.9,19.4,44,24.7
15.8,10.7,53.4,20.1
24.6,11.7,51.4,12.3
17.5,12,51.8,18.8
15.6,9.2,45.5,29.8
24.2,11.5,50.3,13.9
25.2,12.4,49.9,12.5
16.4,9.5,51,23
16.6,11.2,51.9,20.3
19.1,9,49.1,22.8
18.2,10,44.1,27.7
13.2,8.1,43.8,34.9
20.8,10,49.8,19.3
15.2,12.7,48,24.1
14.2,7,46.6,32.2
13.8,8.2,46.1,31.9
15.4,8.6,49.3,26.7
12.5,7.7,48.7,31.1
18.1,9.2,51.5,21.2
16.8,7.9,48.1,27.2
14.6,7.2,49.9,28.3
14.9,7.5,48.7,29
18.7,9,53.8,18.5
18.5,8.5,48.1,24.9
21.2,9.4,58.1,11.3
18.5,9.5,52.6,19.4
19.3,9,52.8,18.9
19.2,9.1,53.5,18.2
17.2,10.2,50.5,22.2
20.3,9.9,54.4,15.4
18.7,8.7,50.5,22
19.3,8.5,49.3,22.8
18.9,7.4,50.8,22.9
16.5,9,55.7,18.8
19.4,15.1,55.5,10.1
9.3,49.9,31.5,9.4
13.4,11.7,50.1,24.9
18.6,9.6,51.1,20.7
15.8,9.4,52.8,21.9
9,57.1,25.4,8.4
18.6,9.1,50.4,21.9
19.1,16.6,50,14.3
17.5,12.2,48.7,21.6
19,8.7,51,21.3
18,8.4,51.6,22
20,10.2,54.7,15.1
19.8,9,54,17.2
16.8,9.9,49.4,23.9
15.4,12,47.4,25.3
16.6,10.8,54.4,18.2
19.3,8.9,52.5,19.2
18.8,9.2,50,22
18.9,11.5,52.1,17.5
17.4,9.7,53,19.9
18.1,9.4,51.2,21.3
17,7.8,51.7,23.5
20,8.4,49.6,22
20.5,9.7,53.1,16.7
17.9,9.2,51.4,21.5
16.6,8.5,52,22.9
17.7,7.5,53.1,21.6
17.2,10.6,49.5,22.7
20.1,8.3,51.9,19.7
18.6,9,50.9,21.6
17.8,8,50.3,23.9
17.7,9,52.4,20.9
17.9,8.5,51.2,22.3
16.5,8.3,50.5,24.8
17.6,7.7,49.2,25.5
18.3,9.9,52,19.9
17.1,9.5,53.6,19.7
18.4,9,51.1,21.5
16,8.4,52.3,23.3
17,10.5,54.7,17.8
20,8.7,56,15.4
19.1,9.1,52,19.8
16.4,7.9,48,27.7
17.4,8,51.9,22.7
17.1,7.9,51.5,23.5
17.8,9.8,50.6,21.9
17,8.2,52.4,22.5
20.6,9.4,51.1,18.9
17,8.8,52.8,21.4
15,7.4,51.7,25.9
17.4,8.6,54.2,19.8
14.7,14.7,49.9,20.7
20.7,9.1,52.2,18
16.2,7.2,50.6,26
17,7.7,52.1,23.1
18.5,8.3,48.6,24.7
15.5,9.1,51.8,23.7
18.7,9.4,53,18.9
18.6,10.1,48.8,22.4
20.2,10.9,55.5,13.4
19.3,9.9,55.2,15.6
18.2,9.6,53,19.2
19.5,9,53,18.5
17.9,11.1,46.6,24.5
19.2,11.8,46.8,22.3
18.9,13.2,49.3,18.6
15.6,10.2,48,26.2
14.6,7.5,51,26.9
22.2,11.2,53.5,13.2
18,11.7,58.6,11.8
20.2,9.6,50.3,19.8
16.8,8.4,48.2,26.6
19.6,7.9,48.1,24.4
14.3,7.4,49,29.3
15.1,7.6,49.3,28.1
20.2,9,47.7,23.1
15.7,9.4,50.4,24.6
12.8,6.9,45.5,34.8
9.3,5.3,38.2,47.2
13.6,7.6,47.4,31.4
14.4,8.5,46.4,30.7
12.4,7,49.4,31.2
10.1,7,44.1,38.9
15.2,8.2,49.4,27.3
15.9,7.7,46.7,29.8
16.6,7.7,46.4,29.3
16.4,9.8,52.1,21.7
16.6,8.9,46.8,27.6
18.6,9.2,47.3,24.8
17.2,7.7,47.1,28
15.6,7.8,48.8,27.8
21,11.5,51.4,16.1
19.4,10.2,50.6,19.8
14.2,18.3,50.6,16.9
20.6,18.1,51.6,9.7
5.5,58,29,7.5
14.7,23.8,51.7,9.8
23.7,11.8,51.2,13.2
12.8,31.5,43.1,12.6
16,8.7,50.3,25
21.2,13.2,52.1,13.6
18,10.1,49.5,22.4
15.3,8.9,50.2,25.6
18.5,8.2,52.9,20.4
18.3,8.9,51.5,21.3
17.1,7.7,50.2,25
16.3,7.6,48.1,28
18.2,8.2,49,24.7
19.3,8.8,55.2,16.6
13.7,7.8,47.5,31
18.9,9.5,51.6,20
19.7,9.7,53.8,16.8
15.2,7.7,48,29.2
15.7,8.7,49.1,26.5
15.8,8.7,47.6,27.9
16.8,8.5,48.5,26.2
16.1,8.2,48.6,27.1
17.5,8.3,51,23.2
17.9,9.7,54.1,18.4
18.8,9.3,51,21
17.2,8.5,45.6,28.7
18.4,9.3,52,20.2
14.5,8,49.9,27.6
18.7,9,49.9,22.3
17.3,7.7,50.7,24.3
15.7,6.7,46.4,31.2
19,8.8,48.9,23.3
17.1,9.6,51.9,21.3
26,11.6,48.7,13.7
19.6,10.6,54.4,15.4
17.5,7.8,52.4,22.3
16.8,8.5,50.5,24.1
17.8,7.2,51.5,23.5
17.8,8.8,50,23.3
19.5,9.3,49.3,21.9
17.5,7.5,50.5,24.4
18.5,8.1,50.3,23.1
18.1,8.6,52.2,21.1
18.5,8.2,52.2,21.1
15.8,8.2,51.2,24.7
15.6,8.4,50.9,25.1
17,8.7,49.8,24.5
16,8.9,48.7,26.4
19.7,10.9,52.2,17.2
16,8.7,52.9,22.3
24.5,11.3,47.5,16.7
13.1,7.4,47.6,31.8
17.9,9.9,49.6,22.7
16.3,7.7,52.8,23.2
15.5,8.5,47.5,28.5
16.4,7.2,48.5,27.9
16.9,8.3,48,26.8
15.8,7.9,47,29.3
18.3,10.2,45.6,25.9
15.9,8.8,48,27.3
18.2,9.6,48.8,23.5
15.8,8,49.3,26.9
15.5,8.1,43.2,33.2
14.1,7.8,44.9,33.2
14,8.4,46.5,31
16.7,10.2,53,20.1
16.7,9.8,49.5,24.1
15.2,7.9,49.8,27.1
18,9.5,49.7,22.8
16.8,7.6,49.1,26.5
24.6,11.6,51.8,12
18.5,9.4,55,17.1
22.7,10.1,51.4,15.8
15.6,8,45.7,30.8
16.5,9,49.9,24.5
17.2,7.9,50.4,24.5
19.1,9.3,52.7,18.8
16,8.2,50,25.8
17.3,10.2,52,20.6
17.3,9.2,49,24.5
18,8.2,49,24.9
16.2,8.5,50.5,24.8
13.3,6.8,46.5,33.4
15,8.1,50,26.9
16.2,9.6,50.9,23.3
13.4,6.9,47.7,31.9
16.9,7.8,48.4,26.9
15.3,7.7,50.4,26.6
18.3,9.8,53.9,18
15.2,7.6,50.2,27
15.6,8.4,47.4,28.6
12.6,8.1,46.4,32.9
14.7,8.3,48.7,28.3
13.7,7.8,45.3,33.2
17.3,10.8,47.4,24.5
19.3,12.1,52.3,16.3
23.3,12.4,51.9,12.4
23.5,12.3,50.6,13.6
15.9,8.5,47,28.6
19.6,11.7,47.6,21.2
18.1,10.6,48.3,23
20.5,10,46.2,23.2
14.8,7.7,49.7,27.9
16.7,8.1,48.4,26.8
10.3,7.1,38.2,44.4
13.7,5.8,45.3,35.2
11.7,6.1,40.8,41.4
13.1,7,43.2,36.7
16.6,7.6,47.1,28.7
17.9,9.1,50.8,22.2
24.4,12.3,51.2,12.1
16.4,8.9,47.5,27.3
19.5,10.5,51.9,18
23.3,11.1,52.9,12.7
19.8,10.4,54.3,15.6
15.3,7.8,48.9,28
16.5,9.4,49.1,25
18.6,10.7,49.3,21.5
16.9,9.3,50.6,23.2
16.8,8.1,50.3,24.8
17.1,7.3,44.5,31.1
16.5,7.2,48.4,28
19.6,9.2,50.5,20.7
13.4,6.4,41.4,38.9
12.4,6.4,43.8,37.4
12.9,6.4,45.1,35.6
12.8,9.9,36.1,41.2
12.1,6.7,47.3,34
15,7.7,46,31.3
13.1,6.9,44.3,35.7
15.5,7.6,48.9,28
16,7.9,50.3,25.9
16.1,9.3,45.3,29.3
15.3,8.3,46.4,30
13.5,8.2,54.5,23.9
14.7,7.8,47.9,29.6
11.8,6.9,43.3,38
20.4,11.3,54.3,14
23.6,12.6,51.4,12.5
17.6,10.9,61.3,10.2
21,10.4,49,19.6
19.9,21.2,46.7,12.1
21,19.5,47.2,12.3
11.4,14.8,56.8,17
14.5,24.7,49.3,11.4
11.3,49.6,29.5,9.6
13.4,16.4,53,17.1
16,11,44.7,28.3
20.3,10.2,50.6,18.8
19.8,8.6,53.1,18.5
20.1,7.9,50.6,21.4
17.7,8.3,47.2,26.8
21.3,12.9,43.6,22.2
14.4,8.1,48.5,29
16.7,7.5,49.3,26.4
22.1,9.2,51.5,17.2
16.8,8.8,48.1,26.3
18.1,8.3,51.1,22.5
16.4,8.7,49.7,25.2
17.7,9,50.3,23.1
15.4,8.2,48,28.4
17.7,7.7,46.6,28
14.7,7.8,49.8,27.7
16.2,9.1,49.3,25.4
19.4,8.8,54.6,17.3
21.1,9.4,54.4,15.1
21.6,8.8,55.5,14.1
19,8.9,51.7,20.4
20,10.4,54.7,14.9
24.5,10.3,52.4,12.7
16.5,8.6,51.7,23.2
19.8,9.6,51.6,19
14.5,8.6,53.4,23.5
17.9,8.5,52,21.5
17.1,10,49.1,23.8
